Article,Target Label,Target Name,Clean Article
"I agree. It was great for the ESPN people to show the Detroit game. (My
roommate just about sh*t when they threw the octopus on the ice. (Thanks
for explaining the significance of that BTW)) The only problem I had was
when they blotted out the local commentators with the baseball ads and
music. Especially when the wings player hit the rut and went into the
boards injuring his shoulder and they blotted out the injury report. Other
then that, hats off to ESPN. Now if they'll only make a habit of this. Yeah
right! Baseball seasons started (Zzzzzz.....) =)

KOZ ",0,rec.sport.hockey,agree great espn people show detroit game roommate sht throw octopus ice thank explain significance btw problem blot local commentator baseball ad music especially wing player hit rut go board injure shoulder blot injury report hat espn make habit yeah right baseball season start zzzzzz koz
"The Phillies salvaged their weekend series against the Chicago Cubs
by beating them 11-10 in a wild one at Wrigley Field Sunday
afternoon.  It was the Phils only win in the three game series, and
was the first time the Phillies have lost a series in the young
season.   The Phils jumped to a 6-0 lead in the game thanks to 2
John Kruk 2-run homers and two Wes Chamberlain homers.  However Danny
Jackson, and the Phillies middle relief was unable to hold the lead.
Mitch Williams entered the game with the Phillies leading 8-4,
however Candy Maldonado hit a ninth inning homerun to tie it.  In
the 11th, Dave Hollins hit a three-run shot, his first of the year
to push the Phils ahead to stay.  However, in a shaky bottom of the
11th the Cubs scored 2 runs and had the tying runner on base when
the Cubs pinch hit Randy Myers for Bob Scanlan (they were out of
position players) and Myers bunted into a double play to end the
game.",1,rec.sport.baseball,phillies salvage weekend series chicago cubs beat wild one wrigley field sunday afternoon phils win three game series first time phillies lose series young season phils jump lead game thank john kruk run homer two wes chamberlain homer however danny jackson phillies middle relief unable hold lead mitch williams enter game phillies lead however candy maldonado hit ninth inning homerun tie th dave hollins hit three run shot first year push phils ahead stay however shaky bottom th cubs score run tying runner base cubs pinch hit randy myers bob scanlan position player myers bunt double play end game
"  The roar at Michigan and Trumbull should be loader than ever this year.  With
Mike Illitch at the head and Ernie Harwell back at the booth, the tiger bats
will bang this summer.  Already they have scored 20 runs in two games and with
Fielder, Tettleton, and Deer I think they can win the division.  No pitching!
Bull!  Gully, Moore, Wells, and Krueger make up a decent staff that will keep
the team into many games.  Then there is Henneman to close it out.  Watch out
Boston, Toronto, and Baltimore - the Motor City Kittys are back.
",1,rec.sport.baseball,roar michigan trumbull loader ever year mike illitch head ernie harwell back booth tiger bat bang summer already score run two game fielder tettleton deer think win division no pitching bull gully moore wells krueger make decent staff keep team many game henneman close watch boston toronto baltimore motor city kittys back
"Just some thoughts:

I don't usually like to post simply to make fun of a player,
but this time I couldn't resist.  During the Pens-Devils game
last night, second period, I think Kevin Stevens was in the
penalty box, Nicholls punched Kjell Samuellson in the face,
then raised his stick like a two handed sword to defend
himself!  All Kjell could do, at 8'7"" and 355 pounds, was laugh!

And speaking of Swedish Penguins defensemen, Ulf is getting a
little out of hand lately.  His cheap shots are getting more
frequent and more violent.  As everybody in the Meadowlands
except for the officials could see last night, he rammed the
butt of his stick down one of the Devil's throat.  I've always
supported the argument ""he does his job by being irritating,""
but he's starting to push it over the edge IMHO.  Of course,
Holik's chop to Barrasso's neck wasn't too sportsmanlike either.
It seems that he was following the ""The only way to beat the
Penguins is to injure them"" philosophy.

As my Modern Drama professor pointed out to me the other day,
Jagr was stoned pretty well Tuesday night, and last night as
well, although the 30 seconds he danced around the Devils end
was pretty exciting.",0,rec.sport.hockey,thought not usually like post simply make fun player time could not resist pens devils game last night second period think kevin stevens penalty box nicholls punch kjell samuellson face raise stick like two handed sword defend kjell could pound laugh speak swedish penguins defenseman ulf get little hand lately cheap shot get frequent violent everybody meadowland except official could see last night ram butt stick one devils throat always support argument job irritate start push edge imho course holiks chop barrasso neck not sportsmanlike either seem follow way beat penguin injure philosophy modern drama professor point day jagr stone pretty well tuesday night last night well although second dance around devils end pretty exciting
"Reposted, without permission, from rec.music.dylan:
",1,rec.sport.baseball,reposted without permission rec music dylan
"(Ali's letter deleted for brevity)


Roger,
Your responses might just exclude you from sharing your opinions,
then.  You see, the same rights Ali has to mail her letter to the NHL
are the same ones that let you post replies that mow her down like
wheat at harvest-time.  She never said she represented the entire
internet or the entire group rec.sport.hockey.  She has every right to
state her opinion along with those of the fifty or sixty or
hundred-odd folk who've agreed to allow her to list their names on the
bottom of it.  You may not agree with it.  Fine.  I really don't care
enough about the name change to care.  Your name isn't attached to it,
so why moan and complain?  If you felt her words were leading, well,
you're free to feel that way and take exception, but manners never
hurt.  I personally disagree and feel her generalizations were fine
(I have the right to think and say that, too).  Ali's under no
compunction to change a single word.  Now, while you're free to
disagree with every word she wrote, to tear apart her character is
uncalled for.  I'm posting this as a form of public reprimand.  If you
tear down Ali's integrity and character publicly, you'll get chastised
publicly in return.  Would it have been so hard to say, ""Ali, please
be a bit more specific in your description, the way I've read it
indicates you're stating my view also, and that's simply not true.
I'd really like to see a disclaimer noting that you don't mean the
entire internet or the entire r.s.h. group attached to it, despite
your intent to list names at the bottom.  Thanks.  Cordially as
always,"" &c.  Calling her a moron and an asshole just reduces the
weight of your words and the opinions of their author in the eyes of
myself, and possibly others.  

Oh, and Ali, nice to see someone standing up for something, even if
it's not something I personally advocate.  :-)






",0,rec.sport.hockey,alis letter delete brevity roger response may exclude share opinion see right ali mail letter nhl one let post reply mow like wheat harvest time never say represent entire internet entire group rec sport hockey every right state opinion along fifty sixty hundred odd folk agree allow list name bottom may not agree fine really not care enough name change care name not attach moan complain feel word lead well free feel way take exception manner never hurt personally disagree feel generalization fine right think say alis no compunction change single word free disagree every word write tear apart character uncalled post form public reprimand tear alis integrity character publicly get chastise publicly return would hard say ali please bit specific description way read indicate state view also simply not true would really like see disclaimer note not mean entire internet entire r h group attach despite intent list name bottom thank cordially always c call moron asshole reduce weight word opinion author eye possibly oh ali nice see someone stand something even not something personally advocate
"Hello Hockey fans.
Bonjour tout le monde!

Well, in Salt Lake City this past Sunday, the local ABC station decided not
to televise the hockey games.  La directrous de programme est la tete de merde!
Anyway, I have a satellite dish, and a few of my friends from hockey have invited themselves over to watch the games this coming Sunday (25 Apr), and I can
not find correct game times.  For the Calgary at LA game I have times showing
everything from 11:00 AM MDT, to 5:00 PM MDT.

I am not even sure what games are going to be played this coming Sunday, now
that ABC has mucked up the schedule.  I think I should be able to
pull in
three games (11:00 am, 2:00 pm, and 5:30 pm MDT) off the dish, but I am
not sure.

IF anybody has a schedule, pleas emial it to me.  As you can see, I have to
telent to get rec.sport.hockey, and it is sometimes difficult to get a link.

Thanks in advance
Merci d'avance

P.S.  Anglais ou francais d'accord.


Roland Behunin

behunin@oodis01.af.mil
behunin@oodis01.hill.af.mil",0,rec.sport.hockey,hello hockey fan bonjour tout le monde well salt lake city past sunday local abc station decide not televise hockey game la directrous de programme est la tete de merde anyway satellite dish friend hockey invite watch game come sunday apr not find correct game time calgary la game time show everything mdt pm mdt not even sure game go play come sunday abc muck schedule think able pull three game pm pm mdt dish not sure anybody schedule plea emial see telent get rec sport hockey sometimes difficult get link thank advance merci davance p anglais ou francais daccord roland behunin behuninoodis af mil behuninoodis hill af mil
": >Every single piece of evidence we can find points to Major League Baseball
: >being 50% offense, 50% defense.  A run scored is just as important as a run
: >prevented.  
: >
: This certainly passes the ""common sense test"" for me, but is there any
: statistical evidence to say what percent of defense is pitching and what
: percent is fielding?  I'd really like to know.  BTW, Sherri, thanks for 
: the DA data I find it fascinating.

One of the chapters in Palmer and Thorn's 'Hidden Game' is titled
'Pitching is 44% of Baseball,' implying that fielding is 6%.  How do
they determine that?  Beats me -- it's been a long, long time since I
read it.

One also has to separate offense into batting and baserunning, with the
split probably somewhere around 49.5% and 0.5%.
--",1,rec.sport.baseball,every single piece evidence find point major league baseball offense defense run score important run prevent certainly pass common sense test statistical evidence say percent defense pitch percent field would really like know btw sherri thank da datum find fascinating one chapter palmer thorns hidden game title pitching baseball imply fielding determine beat long long time since read one also separate offense batting baserunning split probably somewhere around
"I hate to be rude, but screw the seating chart, post the stadium instead.
",1,rec.sport.baseball,hate rude screw seating chart post stadium instead
"(Detroit, April 19)

In a development that shocked most knowledgable observers, the Detroit Redwings
scored no less than six goals against the best goaltender in the world en
route to a 6-3 win over the best team in the NHL, the Toronto Maple Leafs. 

The Leafs could not be faulted, as they completely dominated the inferior
Detroit squad and clearly deserved to win. Only the biased officiating of
Andy Van Hellemond and the idiots that insisted upon throwing an octopus on
the ice at every stoppage in an obvious attempt to distract the superior 
visiting side prevented an all-out massacre of the Wings by the league's best 
team. 

       							    Alan",0,rec.sport.hockey,detroit april development shock knowledgable observer detroit redwings score no less six goal good goaltender world en route win good team nhl toronto maple leafs leafs could not fault completely dominate inferior detroit squad clearly deserved win biased officiating andy van hellemond idiot insist upon throw octopus ice every stoppage obvious attempt distract superior visit side prevent massacre wings league best team alan
"
Messier was not invited due to his nagging injuries.  While the press
made an issue of it, and attempted to link it to the Rangers' internal
political woes, Mike Keenan repeated that to Messier personally during
the MSG press conference.  It makes sense ... Messier would probably
have not declined the invitation if it were made for publicity ...

gld",0,rec.sport.hockey,messier not invite due nagging injury press make issue attempt link rangers internal political woe mike keenan repeat messier personally msg press conference make sense messier would probably not decline invitation make publicity gld
"
Roger? Lecture someone on not using smileys? What sweet hipocracy...

KOZ",0,rec.sport.hockey,roger lecture someone not use smiley sweet hipocracy koz
"Hi all you Ryno fans (and those interested...)
Todays Chicago Tribune had this written in it today in regards to
Ryne Sandberg...

""Ryne Sandberg is ahead of schedule in his recovery from a broken
left hand and could be back in the lineup by May 1, manager Jim
Lefebvre said Friday.
Doctors cleared Sandberg to swing a padded bat at a ball in his 
gloved hand.
'' I'm not surprised his rehabilitation has been moved up,'' said
Lefebvre.  '' He's a fast healer, and he doesn't like being on the 
disabled list.  He's been running since he was hurt [March 5] and
is in the best shape of his life.  May 1 is his target date for
getting back in the lineup.""

Hold on to your hats Cub fans...more later as information
presents itself.",1,rec.sport.baseball,hi ryno fan interested todays chicago tribune write today regard ryne sandberg ryne sandberg ahead schedule recovery broken left hand could back lineup may manager jim lefebvre say friday doctor clear sandberg swing padded bat ball gloved hand not surprised rehabilitation move say lefebvre fast healer not like disabled list run since hurt march good shape life may target date get back lineup hold hat cub fan later information present
"from Matthew Rush:

It's pretty obvious that Holik's hitting Barrasso was an accident. He
was even apologizing for it immediately before the Penguins all jumped
on him.",0,rec.sport.hockey,matthew rush pretty obvious holiks hit barrasso accident even apologize immediately penguin jump
"Total Baseball, which also tries to evaluate a player's total offensive
and defensive contributions, gives Barry Bonds a Total Player rating of
9.0 for 1992. Only one other player since Ruth attained that mark: Cal
Ripken for his 1984 season. Rounding out the top five offensive players
in the NL last season: Sheffield, 5.9; Sandberg, 5.8; Van Slyke, 5.3; and
Larkin, 4.7.

The top 5 offensive players in the AL in 1992 were: E. Martinez, 4.8;
Ventura, 4.8; Anderson, 4.5; R. Henderson, 4.4; and Thomas, 4.4

In short, Total Baseball says Bonds enjoyed one of the best seasons
ever in the game's history -- better than any year had by Mantle,
Mays, Williams, etc. (If you disagree, don't flame me; flame the
writers of Total Baseball.) Also, Martinez and Ventura are neck and
neck, so given the shortcomings of any statistical analysis, which one
had the better year can be considered a toss-up. Thus, Total Baseball
supports your choices of Bonds and Ventura as the MVPs of 1992.



--
--------------------------
Phil Brown                |
aka pb6755@csc.albany.edu |",1,rec.sport.baseball,total baseball also try evaluate player total offensive defensive contribution give barry bonds total player rating one player since ruth attain mark cal ripken season round top five offensive player nl last season sheffield sandberg van slyke larkin top offensive player al e martinez ventura anderson r henderson thomas short total baseball say bond enjoy one good season ever game history well year mantle mays williams etc disagree not flame flame writer total baseball also martinez ventura neck neck give shortcoming statistical analysis one well year consider toss thus total baseball support choice bonds ventura mvp phil brown aka pbcsc albany edu
"
Yeh,but :

1.Biran Sutter's playoff record as the head coach in St.L wasn't very
impressive. His Blues teams were eliminated very early in the playoffs.
It doesn't look like this trend will change with the Bruins.

2. Bruins have never come back to win after falling behind 2-0 in their
entire 68-year history. It doesn't look like Buffalo will just lose
their next two games at the Aud with the way Fuhr has been standing on
his head.

Basically,the Bruins will be on the golf course by next weekend.
Also,it seems like the whole Boston area has gone baseball crazy after
an incredibly great start by the Red Sox(best record in their major
leagues as of now). I would say that 70% of the callers to the Bruins'
flagship station(SportsRadio 590) are talking about the Red Sox,about
15% are yapping about the Patriots' upcoming draft,10% are on the Celtics
and about 5% are on the Bruins.
Somehow,no one around here is really schocked the way Bruins are folding
early.",0,rec.sport.hockey,yeh biran sutters playoff record head coach st l not impressive blue team eliminate early playoff not look like trend change bruins bruin never come back win fall behind entire year history not look like buffalo lose next two game aud way fuhr stand head basically bruin golf course next weekend also seem like whole boston area go baseball crazy incredibly great start red sox best record major league would say caller bruins flagship station sportsradio talk red sox yap patriots upcoming draft celtics bruins somehow no one around really schocke way bruin fold early
"I was watching the Detroit-Minnesota game last night and thought I saw an
octopus on the ice after Ysebaert scored to tie the game at two. What gives?
(is there some custom to throw octopuses on the ice in Detroit?)
-------
Not Responsible -- Dain Bramaged!!",0,rec.sport.hockey,watch detroit minnesota game last night think see octopus ice ysebaert score tie game two give custom throw octopus ice detroit not responsible dain bramaged
"
Actually, this part was really interesting.  It turns out that the mask is
custom-fit to the goalie's face.  The goalie puts his/her face through a
piece of wood (or was it plastic?) with a hole in it that allows only the face
and forehead to show.  Hair is covered by a cap, eyes are covered by a plastic
wrap-type material, and vaseline is put on the goaltender's face.  Then, a
plaster is spread on their cheeks, forehead, and chin which takes about 12
minutes to dry sufficiently.  When it dries, it is effectively a mold of the
goalie's face.  This is used as the basis of the mask (the rest involves
padding the inside, hardening the exterior, fitting the cage, etc. etc.  
John Blue of the Bruins actually demonstrated the procedure on the show. 


Yeah, Essensa's mask looked really good.
 

Actually, I thought I heard him say that it _was_ Potvin's for certain.  I
would bet money on it either way...and it did look awesome!
",0,rec.sport.hockey,actually part really interesting turn mask custom fit goalie face goalie put face piece wood plastic hole allow face forehead show hair cover cap eye cover plastic wrap type material vaseline put goaltender face plaster spread cheek forehead chin take minute dry sufficiently dry effectively mold goalie face use basis mask rest involve pad inside harden exterior fit cage etc etc john blue bruins actually demonstrate procedure show yeah essensas mask look really good actually think hear say potvins certain would bet money either way look awesome
"Have the rules for goalies' equipment changed? It seems that e.g. glove
has become bigger and bigger all the time (and pads too), and the goalies are
wearing ""over size"" jerseys. Am I dreaming? If you watch old photos or
films let say about ten years back, I think the difference is quite obvious.
Who is an expert on this, please let me know. (Or have the goalies become
bigger?)",0,rec.sport.hockey,rule goalie equipment change seem e g glove become big big time pad goalie wear size jersey dream watch old photo film let say ten year back think difference quite obvious expert please let know goalie become big
"[...]


Tim Wallach can be explained with the rabbitball.  Deion can be explained
as ""learning how to play the game"".  I'm not betting that Deion will be able
to play as well as last year, but I think the odds of Deion playing as well
or better than he did last year are better than the odds of Otis Nixon
doing the same thing.  When you factor in defense, Otis was more valuable last
year.  But I'm not convinced he'll be more valuable this year, and especially
next year.
-- 
Dale J. Stephenson |*| (steph@cs.uiuc.edu) |*| Baseball fanatic",1,rec.sport.baseball,tim wallach explain rabbitball deion explain learn play game not bet deion able play well last year think odd deion play well well last year well odd otis nixon thing factor defense otis valuable last year not convinced valuable year especially next year dale j stephenson stephcs uiuc edu baseball fanatic
"To encourage the great tradition of Red Sox negativism, I am having a 
contest to predict the magnitude of the Sox' fall from their current 
heights.  You must decide first, whether the Sox will be at .500 again
at any time during this year.  Then you must predict either:

(1) Their record the first time they're at .500, if they are, or

(2) Their final record, if they stay above .500 the rest of the year.

So Valentine's earlier prediction would go as ""13-13"" (resend it if you 
were serious, Val!).

ESPN pointed out last night that the last Sox start better than this was
in 1952, when they finished 76-78, in sixth place.

So email me your guess, either at ""barring@cs.washington.edu"" or directly
replying to this post.

Entries close 5 pm PDT on Wed 28 Apr 1993.",1,rec.sport.baseball,encourage great tradition red sox negativism contest predict magnitude sox fall current height must decide first whether sox time year must predict either record first time final record stay rest year valentines early prediction would go resend serious val espn point last night last sox start better finish sixth place email guess either barringcs washington edu directly reply post entry close pm pdt would apr
"Oakland, California, Sunday, April 25th, 1:05 PM PDT:

Jose Mesa vs. Storm Davis.

You have been warned.
",1,rec.sport.baseball,oakland california sunday april th pm pdt jose mesa vs storm davis warn
"
too bad he doesn't bring the ability to hit, pitch, field or run.",1,rec.sport.baseball,bad not bring ability hit pitch field run
"
Didn't Alicea get a hit, though? 

See y'all at the ballyard
Go Braves
Chop Chop

Michael Mule'
",1,rec.sport.baseball,not alicea get hit though see ballyard go braves chop chop michael mule
"........

It looks like the Edmonton Oilers just decided to take a European
vacation this spring...

Ranford, Tugnutt, Benning, Manson, Smith, Buchberger, and Corson
are playing for Canada.

Podein and Weight are playing for the US.

Is Kravchuk playing for the Russians...I know he had nagging
injuries late in the season.

Podein is an interesting case...because he was eligible to
play in Cape Breton in the AHL playoffs like Kovalev, Zubov,
and Andersson...obviously Sather and Pocklington are not
the total scrooges everyone makes them out to be...certainly
in this case they've massively outclassed Paramount and the
New York Rangers.",0,rec.sport.hockey,look like edmonton oilers decide take european vacation spring ranford tugnutt benning manson smith buchberger corson play canada podein weight play us kravchuk play russians know nagging injury late season podein interesting case eligible play cape breton ahl playoff like kovalev zubov andersson obviously sather pocklington not total scrooge everyone make certainly case massively outclass paramount new york rangers
"[stuff deleted]

I agree with the flavor of this post, but disagree with one specific
argument.  That ""has great hands"" means nothing.  It seems to me that
a first-baseman's defensive value is not entirely (or even primarily)
from his ability to field grounders or catch popups.  How many such
chances does he get during a game?  Many fewer than he gets chances
to catch throws from 2B,SS,3B and P (I mean the total of these is
much higher than Grounder/Popup totals).  This implies to me that there
is value in catching these throws well, even if they are high, up-the-line
or in the dirt.  ""Good Hands"" are needed for such plays, and thus have
value.  I don't have any numbers for the relative number of occurences
of these plays, but I'd guess that the values of these abilities are
similar.  It's just like: you don't judge catcher's defense primarily
on how they field bunts and popups. (But not as marked I suppose).",1,rec.sport.baseball,stuff delete agree flavor post disagree one specific argument great hand mean nothing seem first baseman defensive value not entirely even primarily ability field grounder catch popup many chance get game many get chance catch throw b ssb p mean total much high grounder popup total imply value catch throw well even high line dirt good hands need play thus value not number relative number occurence play would guess value ability similar like not judge catcher defense primarily field bunt popup not marked suppose
"Did anyone notice the words ""NOT FOR BASEBALL"" printed on the picture
of Joe Robbie Stadium in the Opening Day season preview section in USA
Today? Any reason given for this?

Also, I just noticed something looking at the Nolan Ryan timeline in
the preview. On 8/22/89, Rickey Henderson became Nolan's 5000th strikeout.
On 6/11/90 he pitched his 6th no-hitter against Oakland. I believe the
last out in the game was made by Rickey Henderson. And on 5/1/91, Nolan
pitched his 7th no-hitter on the same day a certain someone stole his
939th base, which overshadowed it. It seems that Nolan is having a lot of
publicity at Rickey's expense. IMO, Rickey deserves it, and it seems as
most of the net agrees with me from what I've seen on it lately. They are
both great players, but IMO, Nolan has outclassed Rickey, both in playing
and more importantly, in attitude. Just my thoughts.",1,rec.sport.baseball,anyone notice word not baseball print picture joe robbie stadium opening day season preview section usa today reason give also notice something look nolan ryan timeline preview rickey henderson become nolans th strikeout pitch th no hitter oakland believe last game make rickey henderson nolan pitch th no hitter day certain someone steal th base overshadow seem nolan lot publicity rickeys expense imo rickey deserve seem net agree see lately great player imo nolan outclass rickey play importantly attitude thought
"Being a a BLUES fan I don't get to see much else from around the league
with the exception of Hockey Night on ESPN.  I can't get the BLUES games
where I go to school, thus I don't get to see a whole lot of other teams
play except for the Hawks.  But last night I got to catch a glimpse of
the Caps/Isles game.  It occurred to me that Turgeon is a stud on skates.
His moves are quick and brilliant.  You NY fans should be proud.
P.S. Who won the game (Caps/Isles)?",0,rec.sport.hockey,blues fan not get see much else around league exception hockey night espn not get blues game go school thus not get see whole lot team play except hawks last night get catch glimpse caps isles game occur turgeon stud skate move quick brilliant ny fan proud p win game caps isles
"

Wow.  So that's probably the reason why current assistant coach Drew Ramenda
hinted that he won't be back.  Thanks for the news, Mikko; can you (or any
of our Finnish netters) comment on Tichonov?",0,rec.sport.hockey,wow probably reason current assistant coach drew ramenda hint not back thank news mikko finnish netter comment tichonov
"HEY!!! All you Yankee fans who've been knocking my prediction of Baltimore.
You flooded my mailbox with cries of ""Militello's good, Militello's good.""

Where is he??!! I noticed he got skipped over after that oh so strong first
outing.  He's not by any chance in Columbus  now, is he?  Please don't tell
me you're relying on this guy to be the *fourth*, not the fifth, but the 
*fourth* starter on this brittle pitching staff.  

As for the O's, it's still early.


See y'all at the ballyard
Go Braves
Chop Chop

Michael Mule'
",1,rec.sport.baseball,hey yankee fan knock prediction baltimore flood mailbox cry militellos good militellos good notice get skip oh strong first outing not chance columbus please not tell rely guy fourth not fifth fourth starter brittle pitching staff os still early see ballyard go braves chop chop michael mule
"jayson stark (i trhink that's him) fits perfectly in this category.

anyone who writes ""dean palmer has 2 homers  - at this pace, he'll
 have 324 home runs!"" should be shot.

if, at the end of april, he has 11, and anyone writes ""at this
 pace, he'll have 100+ homers!"" they shouldbe shot too.",1,rec.sport.baseball,jayson stark trhink fit perfectly category anyone write dean palmer homer pace home run shoot end april anyone write pace homer shouldbe shoot
"
The Phillies have won two games back to back in extra innings.  Last
night's game was hard fought.  The game in Chicago should have been a
blow out.  All in all these two games show a different Phillies team.
In past seasons they tended to always be on the short end of 1 run
games.  I don't know how many times I saw them losing by only 1 run.
If they were able to win most of those, they might have been more of
a contending team.  They are 3-0 so far in extra innings.  And of
course, they are 10-3.
",1,rec.sport.baseball,phillies win two game back back extra inning last night game hard fight game chicago blow two game show different phillies team past season tend always short end run game not know many time see lose run able win may contend team far extra inning course
"

Well, I don't recall assuming anything, except perhaps that the columnist 
who reported the incident was telling the truth i.e. the sarcastic impression
came from _him_ (Steve Simmons?).  Besides, to my knowledge Alex has a pretty
fair grasp of the English language...and his recent comment after the Detroit
game would indicate that this remark _is_ what I think it to be.  Very low.
",0,rec.sport.hockey,well not recall assume anything except perhaps columnist report incident tell truth e sarcastic impression come steve simmons besides knowledge alex pretty fair grasp english language recent comment detroit game would indicate remark think low
"Tuesday, and the isles/caps game is going into overtime.
what does ESPN do.....

Tom Mees says,  ""we are obligated to bring you baseball""

I hate to say this, but last year the coverage of the playoffs on
sports channel america (out in colorado) was vastly superior
to what espn is giving us this year.
-- ",0,rec.sport.hockey,tuesday isle cap game go overtime espn tom mees say obligate bring baseball hate say last year coverage playoff sports channel america colorado vastly superior espn give us year
"Speaking of Roger and ilk, whatever happened to good ol' gln?  I had him in
my kill file since last year's playoffs and now that I've moved to a new
news reader which doesn't have kill files, I find that he's gone.  I must
admit, however, that unlike gln, Roger seems to know something about the game
as long as the subject doesn't touch on the Leafs.",0,rec.sport.hockey,speak roger ilk whatever happen good old gln kill file since last year playoff move new news reader not kill file find go must admit however unlike gln roger seem know something game long subject not touch leafs
"

no kidding...just ask the White Sox...

too bad, really...

-John Neuharth",1,rec.sport.baseball,no kidding ask white sox bad really john neuharth
"
much crap deleted


DEAD WRONG!  Last time I checked, Jim Fregosi was still managing the
Phillies, and doing quite a fine job thank you...best record in
baseball at 8-1

MY PREDICTION FOR 1993:
Jim Fregosi will win manager of the year in the NL",1,rec.sport.baseball,much crap delete dead wrong last time check jim fregosi still manage phillies quite fine job thank good record baseball prediction jim fregosi win manager year nl
"
Currently, he's all over.  He played 2nd when Deshields was out.  He was
shifted to third when Delino came back.  And today, he played SS for a cold
Wil Cordero.  

His natural positions seem to be in the middle infield, but they will seemingly
find a spot for himm somewhere as long as his bat is hot.",1,rec.sport.baseball,currently play nd deshield shift third delino come back today play ss cold wil cordero natural position seem middle infield seemingly find spot himm somewhere long bat hot
"
Geez.  Everyone comes up with Clark, Williams, Thompson.  These guys
were all up in 1987.  That's ancient history.  So in the last 6 years,
noone, right?  Beck doesn't count.  I said 2 solid years.


Let's see what he does w/o the help of a pitchout every other pitch.
As I remember, even Bob Brenly had a good throwout percentage under
Roger Craig, who loved to sacrifice the count for runners being thrown
out.  Of course, he suffered from 3 ball 1 strike homers a lot too.
I am not a big fan of Manwaring.
",1,rec.sport.baseball,geez everyone come clark williams thompson guy ancient history last year noone right beck not count say solid year let us see without help pitchout every pitch remember even bob brenly good throwout percentage roger craig love sacrifice count runner throw course suffer ball strike homer lot not big fan manwaring
"Hi all,

	I got tired of waiting for a mailing list so I am going to make one....
just send me your complete e-mail address on your message and I'll send
you a confirmation and the Yankee mailing list address

-john",1,rec.sport.baseball,hi get tired wait mailing list go make one send complete e mail address message send confirmation yankee mailing list address john
"
Another person incapable of rational thought!",0,rec.sport.hockey,another person incapable rational thought
":
It's i before e except after c, and in people named kEIth.

Learn to spell.  It's Ryne.

How can Brooks be # 6?  I think he would at least be ahead of Ron Santo.




***********************
1a)  Darren Daulton   *       MVP 1993
***********************
",1,rec.sport.baseball,e except c people name keith learn spell ryne brooks think would least ahead ron santo darren daulton mvp
"
I believe that was 4-1.  Rod Brind-Amour scored at 19.59 of the third.



--",0,rec.sport.hockey,believe rod brind amour score third
"	Usually one or two teams changes their logo or a minor
uniform change per season, but the past few seasons have been
incredible.
	Any thoughts on the new (old) Reds uniforms.  I
remember seeing a Pete Rose rookie card, and unless I miss my
guess he was wearing the exact same duds.  
	The Mets (HOW ABOUT DOC'S PERFORMANCE TODAY?!!!!!) have
reinserted the Mets patch on the shoulder, and changed the Mets
insgnia on the front of the jersey.  To my knowledge it is the
first time that has been changed since 1962, and it reminds me
a little of the Dodger logo.  
	Many teams have opted for a return to a previous style
of uniform, or at least uniforms that look more traditional.
(Phillies, Reds, Expos, White Sox, Padres, etc.) and the once
bright colors have been altered to gray.  The trend has also
seen the newer baseball fields resembling the parks of the
early years, as opposed to the cookie-cutter saucer stadiums
construcrted throughout the sixties.
	With salaries now reaching unbelievable highs, no one
in the comissioner's office, and inter-league play on the
horizon, it's nice to see that baseball at least looks like it
was meant to be. 
",1,rec.sport.baseball,usually one two team change logo minor uniform change per season past season incredible thought new old red uniform remember see pete rose rookie card unless miss guess wear exact dud mets docs performance today reinserte mets patch shoulder change mets insgnia front jersey knowledge first time change since remind little dodger logo many team opt return previous style uniform least uniform look traditional phillies reds expos white sox padres etc bright color alter gray trend also see new baseball field resemble park early year oppose cookie cutter saucer stadium construcrte throughout sixty salary reach unbelievable high no one comissioner office inter league play horizon nice see baseball least look like mean
"I'm starting an informal poll on goalie masks. I'd like to know
who's mask you think looks the best. I've always like Curtis Joseph's
of the Blues the best. Anyway, send your nominations to me, or post your
vote here on r.s.h. My e-mail adress is: gtd597a@prism.gatech.edu

	Thanks for your time.
",0,rec.sport.hockey,start informal poll goalie mask would like know mask think look good always like curtis josephs blue good anyway send nomination post vote r h e mail adress gtdaprism gatech edu thank time
